Name,ShortName,StartDate,City,Country,ExternalUrl
13th International Conference on Digital Libraries for Musicology,DLfM2026,2026-07-02T08:00:00Z,Thessaloniki,Greece,https://dlfm.web.ox.ac.uk/home
nternational Conference on Dependability of Computer Systems 2026,DEPCOS2026,2026-06-29T08:00:00Z,Wroclaw,Poland,https://depcos.pwr.edu.pl/
International Workshop of Breast Imaging 2026,IWBI2026,2026-06-28T08:00:00Z,Thessaloniki,Greece,https://www.iwbi2026.org/
"International Conference on Speech, Multimodal, and Advanced Communication Systems ",ICSMACS2026,2026-06-29T08:00:00Z,Algiers,ALGERIA,https://icsmacs2026.org/
Call for End-User Innovation Projects 2025,innovation2025,2026-06-01T08:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/innovation-call
International Conference on Innovative Approaches in Multidisciplinary Engineering and Technology 2026,ICIAMET2026,2026-03-12T18:30:00Z,NASHIK,INDIA,https://metbkcengg.ac.in/icia-met-26-about/
6th International Conference on Innovations in Computational Intelligence and Computer Vision (ICICV-2026),ICICV2026,2026-06-28T08:00:00Z,Jaipur,India,https://icicv.co.in/
5th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0,OTCON2026,2026-06-26T08:00:00Z,RAIGARH,INDIA,https://opjuieeeotc.in/index.html
"2026 Internation Conference on Sensor Technology, Automation and Intelligent Manufacturing (STAIM 2026)",STAIM2026,2026-06-26T08:00:00Z,Wuxi,China,https://www.staim.net/
5th International Conference on Distributed Computing and Electrical-Electronic Circuits (ICDCECE-2026),ICDCECE2026,2026-06-26T08:00:00Z,Ballari,India,https://icdcece.in/index.php
2nd International Conference on New Product Development and  Smart Manufacturing ,NPDSM2026,2026-06-26T08:00:00Z,Bhopal,India,https://npdsm.vercel.app/
6th International Conference on Emerging VLSI and Semiconductor Technology for AI and Computing Applications,EVST2026,2026-06-26T08:00:00Z,Ghaziabad,India,https://www.kiet.edu/evst2026/
13th Advances in Hospitality and Tourism Marketing and Management Conference,AHTMM2026,2026-06-22T08:00:00Z,Macau,Macau,http://www.ahtmm.com/
Competitions at 2026 IEEE World Congress on Computational Intelligence,WCCICompetitions2026,2026-06-21T08:00:00Z,Maastricht,Netherlands,https://attend.ieee.org/wcci-2026
5th International Conference on Multilingual Digital Terminology Today (MDTT 2026),MDTT2026,2026-06-25T08:00:00Z,Zadar,Croatia,https://mdtt2026.dei.unipd.it/
International Conference on Emerging Technologies in Computing and Communication 2026,ETCC2026,2026-06-25T08:00:00Z,Bangalore,India,https://etcc.pes.edu/
International Conference on Innovative Approaches and Applications for Sustainable Development,IAASD2026,2026-06-24T08:00:00Z,Meknès,Morocco,https://www.i2asd.com/
International Conference on Service Science and Innovation 2026,ICSSI2026,2026-06-23T08:00:00Z,Taichung City,Taiwan,https://icssi.s3tw.org.tw/
17th Congress of Mechanics,CMM2026,2026-06-23T08:00:00Z,Rabat,Morocco,https://www.smsm.org.ma/cmm2026/
29th International Conference on Information Fusion,FUSION2026,2026-06-23T08:00:00Z,Trondheim,Norway,https://fusion2026.org/
20th ACM International Conference on Distributed and Event-based Systems,DEBS2026,2026-06-23T08:00:00Z,Lisbon,Portugal,https://2026.debs.org/
New Interfaces for Musical Expression 2026,NIME2026,2026-06-23T08:00:00Z,London,United Kingdom,https://nime2026.org/
ODYSSEY 2026 - The Speaker and Language Recognition Workshop 2026,ODYSSEY2026,2026-06-22T23:00:00Z,Lisbon,Portugal,https://odyssey2026.inesc-id.pt/
2nd International Conference on Recent Advances in Design and Manufacturing,RADM2026,2026-06-23T18:30:00Z,Patna,India,https://radm-conf.com
XVII ISOLDE International Symposium on Location Decisions 2026,ISOLDE2026,2026-06-21T08:00:00Z,Chicago,United States,https://isoldexvii-2026.org/
International Conference on Climate and Disaster Resilient Himalayas,ICCDRH2026,2026-06-23T08:00:00Z,Mandi,India,https://research.iitmandi.ac.in/iccdrh//
9th International Conference on Computational and Mathematical Biomedical Engineering (CMBE2026),CMBE2026,2026-06-22T08:00:00Z,Kobe,Japan,https://compbiomed.net/event/cmbe2026/
12th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion,DSAI2026,2026-06-22T08:00:00Z,Alexandroupolis,Greece,https://dsai.ws/2026/
2026 ARMA Symposium - Tucson,ARMA2026,2026-06-21T08:00:00Z,Tucson,United States,https://armarocks.org/tucson-2026-symposium/
"5th International Conference on Technology and Innovation in Learning, Teaching and Education",TECHEDU2026,2026-06-21T23:00:00Z,Alexandroupolis,Greece,https://tech-edu.ws/2026/
Teaching and Learning conference 2026,TL2026,2026-06-23T08:00:00Z,Isa Town,Bahrain,https://tl.polytechnic.bh/
2026 2nd International Conference of Mechanical Engineering on Aerospace,CoMEA2026,2026-06-19T08:00:00Z,Xi'an,China,https://www.co-mea.org/
"5th International Conference on Computational Modelling, Simulation and Optimization",ICCMSO2026,2026-06-19T08:00:00Z,SINGAPORE,SINGAPORE,https://iccmso.com/
International Conference on Sustainable Computing and Communication Technologies,ICSCCT2026,2026-06-19T18:30:00Z,Msida ,Malta,https://icscct.com/
7th International Conference on Recent Trends in Communication and Intelligent Systems,ICRTCIS2026,2026-06-19T08:00:00Z,Jaipur,India,https://www.icrtcis.in/
"2nd International Conference on Cognitive Computing, Intelligence, and Data Science Applications",CCIDSA2026,2026-06-19T08:00:00Z,Thundar Bay,Canada,https://www.ccidsa.com
New York City Electroacoustic Music Festival 2026,NYCEMF2026,2026-06-14T08:00:00Z,"New York, NY",USA,https://nycemf.org/
9th Springer International Conference on Soft Computing and Signal Processing,ICSCSP2026,2026-06-19T08:00:00Z,Hyderabad,India,https://www.icscsp.com/
IEEE International Conference on Sustainable Science and Infrastructure Development,ICSSID2026,2026-06-18T00:00:00Z,Sekondi-Takoradi,Ghana,https://www.ieeeghicssid2026.org/
International Conference on  Recent Advances in Construction Materials and Structures,RCMS2026,2026-06-18T18:30:00Z,Coimbatore,India,https://psgtech.edu/rcms2026/
Second International Conference on Applied Artificial Intelligence (2AI),AAI2026,2026-06-17T08:00:00Z,Kashmir,India,https://2ai-conference.org/
"The 2026 IEEE 15th Image, Video, and Multidimensional Signal Processing Workshop",IVMSP2026,2026-06-16T08:00:00Z,SHENZHEN,CHINA,https://ivmsp2026.aconf.org/
Breaking the Code: Hacktivating Non-Normative Algorithms  ,BRKCODE2026,2026-06-17T23:00:00Z,Porto,Portugal,https://coda.letras.up.pt/brkcode/breaking-the-code-hacktivating-non-normative-algorithms-international-conference-18-19-june
International Conference on Emerging Trends in Mobile Computing and Sustainable Informatics,ICEMCSI2026,2026-06-17T08:00:00Z,Bengaluru,India,https://newhorizonindia.edu/icemcsi26/
The 22nd International Conference on Intelligent Environments,IE2026,2026-06-15T08:00:00Z,Lisbon,Portugal,https://ie2026.pt/
Embedded Deep Learning for Real-Time Intelligent Environments,EDLIE2026,2026-06-15T08:00:00Z,Lisbon,Portugal,https://sites.google.com/unimib.it/edl-ie2026
The Grading Conference - 2026,GRADINGCONFERENCE2026,2026-06-16T08:00:00Z,Los Angeles,United States,https://www.centerforgradingreform.org/grading-conference/
Data Analysis Conference Summer 2026,DataConf2026,2026-06-15T08:00:00Z,Covilhã,Portugal,https://data.analysis.conference.ubi.pt/
2026 IEEE North-East India International Energy Conversion Conference and Exhibition,NEIECCE2026,2026-06-12T08:00:00Z,"Sohra, Meghalaya",India,https://ne-iecce2026.org/
2026 International Conference on Intelligent Robotics and Control Technology (CIRCT 2026),CIRCT2026,2026-06-12T08:00:00Z,Wuxi,China,https://www.circt.net/
7th International Conference on Data Analytics & Management (ICDAM-2026),ICDAM2026,2026-06-11T18:30:00Z,London,United Kingdom,https://icdam-conf.com/
"6th IEEE International Conference on  VLSI Systems, Architecture, Technology and Applications",VLSISATA2026,2026-06-12T08:00:00Z,Bangalore,India,https://www.vlsisata.in/
Wireless Antenna and Microwave Symposium,WAMS2026,2026-06-10T08:00:00Z,Narsapur,India,https://wams2026.com/
The 17th Interdisciplinary conference on Multidisciplinary Education,ICME2026,2026-06-12T08:00:00Z,Chhatrapati Sambhajinagar,India,https://icme.mgmu.ac.in/
1st International Conference on Global Symposium on Emerging and Communication Technologies ( GSEACT 2026 ),ICCASEET2025,2026-06-11T18:30:00Z,HYDERABAD,INDIA,https://gseact.com/
2026 Nolta Society Conference,NLS2026,2026-06-12T15:00:00Z,Osaka,Japan,https://www.ieice.org/nolta/society_conf/2026/
Doctoral Consortium of the 30th Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDDDC2026,2026-06-09T08:00:00Z,Hong Kong,China,https://www.pakdd2026.org/call-for-doctoral-consortium
"International Conference on Cybersecurity, Situational Awareness and Social Media (Cyber Science 2026)",cyber2026,2026-06-11T08:00:00Z,London,United Kingdom,https://c-mric.org
2026 IEEE International Conference on AI and Data Analytics,ICAD2026,2026-06-11T04:00:00Z,Boston,United States,https://ieee-icad.org/
2025 IEEE International Conference on Advanced Healthcare Systems,ICAHS2025,2025-12-04T23:00:00Z,TUNIS,TUNISIA,https://sites.google.com/view/icahs2025/home?authuser=0
International Conference on Cognitive Aircraft Systems,ICCAS2026,2026-06-10T22:00:00Z,Toulouse,France,https://events.isae-supaero.fr/e/iccas26
8a Conferenza nazionale dell’AIPH,AIPH2026,2026-06-08T22:00:00Z,Udine,Italia,https://aiph.hypotheses.org/19344
Contemporary Issues in Economy and Technology,CIET2026,2026-06-10T22:00:00Z,Split,Croatia,https://www.oss.unist.hr/ciet/
The 30th Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),pakdd2026,2026-06-08T16:00:00Z,Hong Kong SAR,China,https://www.pakdd2026.org/
CVPR 2026 Workshop on Generative AI for Photography,CVPRGAIP2026,2026-06-03T08:00:00Z,"Denver, CO",United States,https://gaipw.github.io/cvpr26/index.html
2026 5th International Conference on Frontiers of Artificial Intelligence and Machine Learning,FAIML2026,2026-06-04T16:00:00Z,Changsha,China,https://www.faiml.org/
Technology and Innovation Conference (TIC) 2026,TIC2026,2026-06-05T08:00:00Z,Kuala Lumpur,Malaysia,https://ticresearch.com
International Conference on Data Science for Cyber-Physical Systems Resilience using Advanced Applications,ICDCA2026,2026-06-05T08:00:00Z,Bangalore ,India,https://icacct.com/
The 10th Euro-African Conference on Finance and Economics/Mediterranean Workshop in Economic Theory (CEAFE/MWET 2026),CEAFE2026,2026-06-05T08:00:00Z,Settat,Morocco,https://sites.google.com/view/ceafe-mwet/
"Mind, Brain, and Consciousness Conference 2026",MBCC2026,2026-06-02T18:30:00Z,Mandi,India,https://iksmha.iitmandi.ac.in/mbcc/2026/
SIGMOD 2026 Industry Track,SIGMODIndustry2026,2026-05-31T08:00:00Z,Bengaluru,India,https://2026.sigmod.org/
ACM SIGMOD International Conference on Management of Data - Demonstration Track,SIGMODdemo2026,2026-05-31T08:00:00Z,Bengaluru,India,https://2026.sigmod.org/index.shtml
4th International Conference on Advanced Materials for Clean Energy and Health Applications,AMCEHA2026,2026-06-03T08:00:00Z,Coimbatore,India,https://www.amceha.com/
2026 Industry Studies Association Annual Conference,ISA2026,2026-06-03T08:00:00Z,"Washington, D.C.",United States of America,https://www.industrystudies.org/2026-conference-information-dc-isa
International School and Conference on Network Science 2026,NetSci2026,2026-06-01T08:00:00Z,Boston,United States of America,https://www.netsci2026.com/
SIGMOD International Conference on Management of Data (2026),SIGMOD2026,2026-05-30T04:00:00Z,Bengaluru,India,https://2026.sigmod.org/
The Sixth International Symposium on Complex Systems,ISCS2026,2026-06-02T22:00:00Z,La Rochelle,France,https://iutdijon.u-bourgogne.fr/iscs/
4th Conference on Functional Materials Science and Engineering 2026,SFME2026,2026-06-03T21:00:00Z,Mersin,Turkey,https://sfme.tarsus.edu.tr/
ENGINEERING SCIENCES AND RESEARCHES STUDENT CONGRESS 2026,MUBAK2026,2026-06-03T21:00:00Z,Ankara,Türkiye,https://www.atilim.edu.tr/mubak2026/
IEEE Guwahati Subsection Conference 2026,GCON2026,2026-06-02T18:30:00Z,Guwahati,India,https://gcon2026.in/
"4th Faculty of Engineering and Technology International Conference, University of Ilorin, Nigeria",FETiCON2026,2026-05-31T08:00:00Z,Ilorin,Nigeria,https://feticon.com.ng
International Sports Engineering Association 2026 Conference,ISEA2026,2026-06-01T07:00:00Z,Pullman,United States,https://events.wsu.edu/isea2026
Capstone Design Conference 2026,CDC2026,2026-06-01T08:00:00Z,"College Station, TX",United States,https://capstonedesigncommunity.org/conference-2026
9th International Conference on Image Formation in X-Ray Computed Tomography,CTMeeting2026,2026-06-01T06:00:00Z,Salt Lake City,USA,https://www.ct-meeting.org/
4th INTERNATIONAL CONFERENCE On NETWORKS AND CRYPTOLOGY,NETCRYPT2026,2026-05-29T08:00:00Z,NEW Delhi,India,https://netcrypt2026-da800.web.app/
"2026 5th International Conference on Networks, Communications and Information Technology (CNCIT2026)",CNCIT2026,2026-05-29T08:00:00Z,Chongqing,China,https://www.cncit.net/
"2026 5th International Conference on Signal Processing, Information System and Cyber Security (SPISCS2026)",SPISCS2026,2026-05-29T08:00:00Z,Chongqing,China,https://www.spiscs.net/
Fourth International Conference on Secure Cyber Computing and Communications,ICSCCC2026,2026-05-28T18:30:00Z,Jalandhar,India,https://v1.nitj.ac.in/icsccc2026/
1st International Conference on Intelligent Technologies for a Sustainable and Inclusive Future,ICITSIF2026,2026-05-29T08:00:00Z,Indore,India,https://ieee.eds.iiti.ac.in/conferences/icitsif
"2026 4th International Conference on Chemical, Energy Science and Environmental Engineering",CESEE2026,2026-05-27T08:00:00Z,Vienna,Austria,https://www.cesee.org/
"RostuUL 11 - Romanian Across Borders: Language, Culture, Identity",RostUL2026,2026-05-28T08:00:00Z,Lisbon,Portugal,https://rostul11conference.my.canva.site/
The XXVII SCECSAL Conference,SCECSAL2026,2026-04-26T22:00:00Z,Livingstone,Zambia,https://scecsal.edu.zm 
2026 International Conference on Intelligent and Sustainable Electronics & Computing Technologies,INSECT2026,2026-05-28T18:30:00Z,Pune,India,https://engg.dypvp.edu.in/INSECT-2026/
12th International Conference on Decision Support System Technology,ICDSST2026,2026-05-27T08:00:00Z,PLYMOUTH,UK,https://icdsst2026.wordpress.com/
Speech Prosody 2026,SP2026,2026-05-26T08:00:00Z,Philadelphia,USA,https://www.speechprosody2026.org/
28th International Congress: TOURISM AND HOSPITALITY INDUSTRY 2026; Trends and Challenges,THI2026,2026-05-27T08:00:00Z,Opatija,Croatia,https://thi.fthm.hr/
International Conference on Complex System Modelling and Artificial Intelligence,CSMAI2026,2026-05-28T08:00:00Z,Durrës,Albania,http://csmai.icrcicn.in/
The 20th IEEE International Conference on Automatic Face and Gesture Recognition,FG2026,2026-05-25T07:00:00Z,Kyoto,Japan,https://fg2026.ieee-biometrics.org/
39th Canadian Artificial Intelligence Conference,CanadianAI2026,2026-05-25T05:00:00Z,Vancouver,Canada,https://www.caiac.ca/en/conferences/canadianai-2026/
8th SURe annual wrkshop at IFiS PAN,SURe2026,2026-05-26T22:00:00Z,Warsaw,Poland,https://sure-workshop.weebly.com/current-workshop.html
Costa Rican Symposium on Computer Science and Informatics,JoCICI2026,2026-05-26T08:00:00Z,San Jose,Costa Rica,https://jocici2026.citic.ucr.ac.cr/
The 2nd International Conference on Smart Technologies for Sustainable Environment,STSE2026,2026-05-23T08:00:00Z,Errachidia,Morocco,https://stse2026.sciencesconf.org
"2026 7th International Conference on Computing, Networks and Internet of Things (CNIOT 2026)",CNIOT2026,2026-05-22T08:00:00Z,Guangzhou,China,http://www.cniot-conf.net/
2026 5th International Conference on Frontiers of Energy and Environment Engineering,CFEEE2026,2026-05-22T08:00:00Z,Shanghai,China,https://www.cfeee.org
